"product_id";"total_orders";"reordered_orders";"reorder_rate";"price_sensitivity"
48707;2;2.0;1.0;"Low Sensitivity"
10863;3;3.0;1.0;"Low Sensitivity"
29398;9;4.0;0.444;"Medium Sensitivity"
39794;9;4.0;0.444;"Medium Sensitivity"
8614;2;1.0;0.5;"Medium Sensitivity"
5322;29;20.0;0.69;"Low Sensitivity"
36039;2;1.0;0.5;"Medium Sensitivity"
43619;2;1.0;0.5;"Medium Sensitivity"
46474;2;2.0;1.0;"Low Sensitivity"
37897;1;1.0;1.0;"Low Sensitivity"
24759;12;6.0;0.5;"Medium Sensitivity"
13083;13;10.0;0.769;"Low Sensitivity"
28828;1;0.0;0.0;"High Sensitivity"
43647;5;1.0;0.2;"High Sensitivity"
31623;3;1.0;0.333;"Medium Sensitivity"
44717;2;0.0;0.0;"High Sensitivity"
17923;3;2.0;0.667;"Low Sensitivity"
17678;3;2.0;0.667;"Low Sensitivity"
32115;3;1.0;0.333;"Medium Sensitivity"
39699;7;4.0;0.571;"Medium Sensitivity"
9595;12;8.0;0.667;"Low Sensitivity"
48086;2;2.0;1.0;"Low Sensitivity"
47065;3;0.0;0.0;"High Sensitivity"
810;4;1.0;0.25;"High Sensitivity"
41055;4;0.0;0.0;"High Sensitivity"
45223;4;3.0;0.75;"Low Sensitivity"
9825;13;9.0;0.692;"Low Sensitivity"
30480;15;8.0;0.533;"Medium Sensitivity"
19773;1;1.0;1.0;"Low Sensitivity"
15996;1;0.0;0.0;"High Sensitivity"
28443;1;0.0;0.0;"High Sensitivity"
41972;2;1.0;0.5;"Medium Sensitivity"
38190;2;0.0;0.0;"High Sensitivity"
17553;9;7.0;0.778;"Low Sensitivity"
11187;3;3.0;1.0;"Low Sensitivity"
39332;7;4.0;0.571;"Medium Sensitivity"
25368;1;0.0;0.0;"High Sensitivity"
8209;1;1.0;1.0;"Low Sensitivity"
6166;3;3.0;1.0;"Low Sensitivity"
31985;5;4.0;0.8;"Low Sensitivity"
27984;2;1.0;0.5;"Medium Sensitivity"
46363;1;1.0;1.0;"Low Sensitivity"
21385;1;1.0;1.0;"Low Sensitivity"
8803;6;2.0;0.333;"Medium Sensitivity"
33592;1;1.0;1.0;"Low Sensitivity"
46470;1;0.0;0.0;"High Sensitivity"
6286;9;6.0;0.667;"Low Sensitivity"
48144;7;4.0;0.571;"Medium Sensitivity"
43010;1;1.0;1.0;"Low Sensitivity"
5535;4;3.0;0.75;"Low Sensitivity"
38511;5;3.0;0.6;"Low Sensitivity"
36697;3;2.0;0.667;"Low Sensitivity"
29418;3;1.0;0.333;"Medium Sensitivity"
5460;10;7.0;0.7;"Low Sensitivity"
22142;9;6.0;0.667;"Low Sensitivity"
29474;2;2.0;1.0;"Low Sensitivity"
17530;10;8.0;0.8;"Low Sensitivity"
14853;2;2.0;1.0;"Low Sensitivity"
33151;1;1.0;1.0;"Low Sensitivity"
46988;2;2.0;1.0;"Low Sensitivity"
4897;1;0.0;0.0;"High Sensitivity"
14360;1;0.0;0.0;"High Sensitivity"
22922;10;4.0;0.4;"Medium Sensitivity"
27315;2;2.0;1.0;"Low Sensitivity"
26602;1;0.0;0.0;"High Sensitivity"
44961;4;1.0;0.25;"High Sensitivity"
2593;2;1.0;0.5;"Medium Sensitivity"
46149;21;18.0;0.857;"Low Sensitivity"
13424;4;2.0;0.5;"Medium Sensitivity"
11266;8;6.0;0.75;"Low Sensitivity"
26104;5;4.0;0.8;"Low Sensitivity"
21392;3;3.0;1.0;"Low Sensitivity"
28576;6;4.0;0.667;"Low Sensitivity"
40961;4;4.0;1.0;"Low Sensitivity"
4844;1;1.0;1.0;"Low Sensitivity"
36287;5;4.0;0.8;"Low Sensitivity"
42078;4;4.0;1.0;"Low Sensitivity"
15650;3;3.0;1.0;"Low Sensitivity"
25396;4;2.0;0.5;"Medium Sensitivity"
24956;2;2.0;1.0;"Low Sensitivity"
30338;1;1.0;1.0;"Low Sensitivity"
28092;2;1.0;0.5;"Medium Sensitivity"
5183;1;1.0;1.0;"Low Sensitivity"
38063;3;3.0;1.0;"Low Sensitivity"
43026;1;1.0;1.0;"Low Sensitivity"
28006;1;1.0;1.0;"Low Sensitivity"
42732;1;1.0;1.0;"Low Sensitivity"
27102;4;1.0;0.25;"High Sensitivity"
17878;7;4.0;0.571;"Medium Sensitivity"
8611;1;1.0;1.0;"Low Sensitivity"
26911;3;3.0;1.0;"Low Sensitivity"
29045;2;2.0;1.0;"Low Sensitivity"
27705;4;3.0;0.75;"Low Sensitivity"
6228;1;1.0;1.0;"Low Sensitivity"
47005;2;2.0;1.0;"Low Sensitivity"
22346;1;0.0;0.0;"High Sensitivity"
517;1;1.0;1.0;"Low Sensitivity"
49352;4;3.0;0.75;"Low Sensitivity"
14651;22;14.0;0.636;"Low Sensitivity"
46029;3;2.0;0.667;"Low Sensitivity"
23039;3;3.0;1.0;"Low Sensitivity"
15872;18;9.0;0.5;"Medium Sensitivity"
16398;4;1.0;0.25;"High Sensitivity"
32338;6;3.0;0.5;"Medium Sensitivity"
8663;1;0.0;0.0;"High Sensitivity"
3434;2;2.0;1.0;"Low Sensitivity"
5020;2;0.0;0.0;"High Sensitivity"
12791;1;0.0;0.0;"High Sensitivity"
10248;4;3.0;0.75;"Low Sensitivity"
45106;10;8.0;0.8;"Low Sensitivity"
15892;3;2.0;0.667;"Low Sensitivity"
6101;3;2.0;0.667;"Low Sensitivity"
4350;2;0.0;0.0;"High Sensitivity"
30751;2;0.0;0.0;"High Sensitivity"
4274;7;2.0;0.286;"High Sensitivity"
40516;24;8.0;0.333;"Medium Sensitivity"
40498;1;0.0;0.0;"High Sensitivity"
2426;2;1.0;0.5;"Medium Sensitivity"
17454;1;1.0;1.0;"Low Sensitivity"
36881;1;0.0;0.0;"High Sensitivity"
26914;12;5.0;0.417;"Medium Sensitivity"
35914;16;15.0;0.938;"Low Sensitivity"
25861;1;1.0;1.0;"Low Sensitivity"
16168;8;2.0;0.25;"High Sensitivity"
42556;5;4.0;0.8;"Low Sensitivity"
25392;1;1.0;1.0;"Low Sensitivity"
14140;1;1.0;1.0;"Low Sensitivity"
18460;2;1.0;0.5;"Medium Sensitivity"
5323;1;1.0;1.0;"Low Sensitivity"
37840;1;1.0;1.0;"Low Sensitivity"
45537;6;6.0;1.0;"Low Sensitivity"
49260;4;1.0;0.25;"High Sensitivity"
2450;17;13.0;0.765;"Low Sensitivity"
18537;1;0.0;0.0;"High Sensitivity"
7704;6;0.0;0.0;"High Sensitivity"
15349;5;1.0;0.2;"High Sensitivity"
3740;3;1.0;0.333;"Medium Sensitivity"
12581;1;0.0;0.0;"High Sensitivity"
18873;2;1.0;0.5;"Medium Sensitivity"
48988;6;2.0;0.333;"Medium Sensitivity"
49374;2;1.0;0.5;"Medium Sensitivity"
36180;6;2.0;0.333;"Medium Sensitivity"
41874;1;1.0;1.0;"Low Sensitivity"
25181;1;1.0;1.0;"Low Sensitivity"
46737;1;1.0;1.0;"Low Sensitivity"
25844;3;2.0;0.667;"Low Sensitivity"
38993;1;1.0;1.0;"Low Sensitivity"
46698;1;1.0;1.0;"Low Sensitivity"
16478;1;1.0;1.0;"Low Sensitivity"
19246;1;1.0;1.0;"Low Sensitivity"
34487;4;4.0;1.0;"Low Sensitivity"
9068;2;2.0;1.0;"Low Sensitivity"
22718;1;1.0;1.0;"Low Sensitivity"
985;1;1.0;1.0;"Low Sensitivity"
26530;2;1.0;0.5;"Medium Sensitivity"
30517;2;2.0;1.0;"Low Sensitivity"
8229;3;1.0;0.333;"Medium Sensitivity"
41198;2;0.0;0.0;"High Sensitivity"
45445;6;2.0;0.333;"Medium Sensitivity"
40660;1;0.0;0.0;"High Sensitivity"
8138;10;5.0;0.5;"Medium Sensitivity"
44666;4;3.0;0.75;"Low Sensitivity"
46575;6;4.0;0.667;"Low Sensitivity"
7749;2;2.0;1.0;"Low Sensitivity"
46692;8;5.0;0.625;"Low Sensitivity"
12312;5;1.0;0.2;"High Sensitivity"
30638;5;1.0;0.2;"High Sensitivity"
33709;4;1.0;0.25;"High Sensitivity"
25469;1;1.0;1.0;"Low Sensitivity"
28560;2;1.0;0.5;"Medium Sensitivity"
48217;1;0.0;0.0;"High Sensitivity"
43986;1;0.0;0.0;"High Sensitivity"
14901;14;8.0;0.571;"Medium Sensitivity"
34307;1;0.0;0.0;"High Sensitivity"
2120;11;10.0;0.909;"Low Sensitivity"
26723;6;2.0;0.333;"Medium Sensitivity"
13157;1;0.0;0.0;"High Sensitivity"
32915;4;4.0;1.0;"Low Sensitivity"
1006;7;2.0;0.286;"High Sensitivity"
18733;1;1.0;1.0;"Low Sensitivity"
7825;3;1.0;0.333;"Medium Sensitivity"
43279;9;4.0;0.444;"Medium Sensitivity"
13595;1;1.0;1.0;"Low Sensitivity"
21586;1;1.0;1.0;"Low Sensitivity"
46706;1;1.0;1.0;"Low Sensitivity"
44980;3;3.0;1.0;"Low Sensitivity"
35155;2;2.0;1.0;"Low Sensitivity"
21986;1;1.0;1.0;"Low Sensitivity"
48600;4;2.0;0.5;"Medium Sensitivity"
39170;3;2.0;0.667;"Low Sensitivity"
12481;9;2.0;0.222;"High Sensitivity"
44167;5;4.0;0.8;"Low Sensitivity"
49176;8;4.0;0.5;"Medium Sensitivity"
7992;2;0.0;0.0;"High Sensitivity"
15599;6;3.0;0.5;"Medium Sensitivity"
22367;7;3.0;0.429;"Medium Sensitivity"
18379;7;0.0;0.0;"High Sensitivity"
44870;1;0.0;0.0;"High Sensitivity"
9901;1;1.0;1.0;"Low Sensitivity"
33231;3;1.0;0.333;"Medium Sensitivity"
40581;3;2.0;0.667;"Low Sensitivity"
43509;1;1.0;1.0;"Low Sensitivity"
19820;12;11.0;0.917;"Low Sensitivity"
45014;2;2.0;1.0;"Low Sensitivity"
13541;6;3.0;0.5;"Medium Sensitivity"
41162;1;0.0;0.0;"High Sensitivity"
3298;15;11.0;0.733;"Low Sensitivity"
18048;2;2.0;1.0;"Low Sensitivity"
46309;1;0.0;0.0;"High Sensitivity"
10112;3;2.0;0.667;"Low Sensitivity"
18792;4;3.0;0.75;"Low Sensitivity"
12250;3;1.0;0.333;"Medium Sensitivity"
28307;3;2.0;0.667;"Low Sensitivity"
19766;3;3.0;1.0;"Low Sensitivity"
11259;1;1.0;1.0;"Low Sensitivity"
7585;1;1.0;1.0;"Low Sensitivity"
18747;3;2.0;0.667;"Low Sensitivity"
41435;1;1.0;1.0;"Low Sensitivity"
14147;8;4.0;0.5;"Medium Sensitivity"
43621;2;2.0;1.0;"Low Sensitivity"
4872;1;0.0;0.0;"High Sensitivity"
11543;3;1.0;0.333;"Medium Sensitivity"
48335;6;3.0;0.5;"Medium Sensitivity"
3330;4;3.0;0.75;"Low Sensitivity"
18171;7;2.0;0.286;"High Sensitivity"
20339;5;2.0;0.4;"Medium Sensitivity"
33056;2;1.0;0.5;"Medium Sensitivity"
31392;1;0.0;0.0;"High Sensitivity"
1962;1;0.0;0.0;"High Sensitivity"
17400;2;0.0;0.0;"High Sensitivity"
5618;7;3.0;0.429;"Medium Sensitivity"
35012;1;0.0;0.0;"High Sensitivity"
48642;3;1.0;0.333;"Medium Sensitivity"
25976;2;1.0;0.5;"Medium Sensitivity"
35762;6;3.0;0.5;"Medium Sensitivity"
49112;3;1.0;0.333;"Medium Sensitivity"
23236;9;5.0;0.556;"Medium Sensitivity"
38397;1;0.0;0.0;"High Sensitivity"
21761;1;0.0;0.0;"High Sensitivity"
27933;1;1.0;1.0;"Low Sensitivity"
26343;2;1.0;0.5;"Medium Sensitivity"
743;1;1.0;1.0;"Low Sensitivity"
11679;4;3.0;0.75;"Low Sensitivity"
19202;2;1.0;0.5;"Medium Sensitivity"
46673;2;1.0;0.5;"Medium Sensitivity"
3512;4;3.0;0.75;"Low Sensitivity"
24533;3;2.0;0.667;"Low Sensitivity"
23866;1;0.0;0.0;"High Sensitivity"
1311;2;1.0;0.5;"Medium Sensitivity"
46184;3;2.0;0.667;"Low Sensitivity"
46887;1;0.0;0.0;"High Sensitivity"
21269;4;3.0;0.75;"Low Sensitivity"
18159;7;5.0;0.714;"Low Sensitivity"
13488;2;0.0;0.0;"High Sensitivity"
29291;1;0.0;0.0;"High Sensitivity"
30041;1;0.0;0.0;"High Sensitivity"
26668;6;1.0;0.167;"High Sensitivity"
9365;1;0.0;0.0;"High Sensitivity"
37250;7;2.0;0.286;"High Sensitivity"
31635;8;6.0;0.75;"Low Sensitivity"
48220;9;6.0;0.667;"Low Sensitivity"
30855;3;3.0;1.0;"Low Sensitivity"
42479;5;2.0;0.4;"Medium Sensitivity"
23898;3;2.0;0.667;"Low Sensitivity"
40427;4;3.0;0.75;"Low Sensitivity"
23959;3;3.0;1.0;"Low Sensitivity"
20437;1;0.0;0.0;"High Sensitivity"
6110;5;0.0;0.0;"High Sensitivity"
10565;2;0.0;0.0;"High Sensitivity"
12752;1;0.0;0.0;"High Sensitivity"
30407;1;0.0;0.0;"High Sensitivity"
522;1;0.0;0.0;"High Sensitivity"
7917;1;0.0;0.0;"High Sensitivity"
14604;1;0.0;0.0;"High Sensitivity"
29071;1;0.0;0.0;"High Sensitivity"
11421;4;1.0;0.25;"High Sensitivity"
18606;3;3.0;1.0;"Low Sensitivity"
9637;2;2.0;1.0;"Low Sensitivity"
37188;8;6.0;0.75;"Low Sensitivity"
13645;3;2.0;0.667;"Low Sensitivity"
41329;5;2.0;0.4;"Medium Sensitivity"
4357;7;6.0;0.857;"Low Sensitivity"
7480;2;2.0;1.0;"Low Sensitivity"
39706;1;1.0;1.0;"Low Sensitivity"
18881;2;2.0;1.0;"Low Sensitivity"
39693;8;6.0;0.75;"Low Sensitivity"
41463;5;4.0;0.8;"Low Sensitivity"
10315;5;2.0;0.4;"Medium Sensitivity"
1244;13;4.0;0.308;"Medium Sensitivity"
41921;1;1.0;1.0;"Low Sensitivity"
6375;1;0.0;0.0;"High Sensitivity"
40986;1;1.0;1.0;"Low Sensitivity"
7581;1;1.0;1.0;"Low Sensitivity"
38077;2;1.0;0.5;"Medium Sensitivity"
16489;3;1.0;0.333;"Medium Sensitivity"
17518;3;2.0;0.667;"Low Sensitivity"
10341;2;2.0;1.0;"Low Sensitivity"
3318;6;5.0;0.833;"Low Sensitivity"
3651;1;1.0;1.0;"Low Sensitivity"
35233;7;3.0;0.429;"Medium Sensitivity"
5933;7;2.0;0.286;"High Sensitivity"
19811;2;1.0;0.5;"Medium Sensitivity"
13851;3;2.0;0.667;"Low Sensitivity"
32402;8;6.0;0.75;"Low Sensitivity"
5612;17;12.0;0.706;"Low Sensitivity"
37493;1;1.0;1.0;"Low Sensitivity"
27697;2;1.0;0.5;"Medium Sensitivity"
37620;1;0.0;0.0;"High Sensitivity"
14766;7;1.0;0.143;"High Sensitivity"
47169;1;0.0;0.0;"High Sensitivity"
12440;5;3.0;0.6;"Low Sensitivity"
38308;1;1.0;1.0;"Low Sensitivity"
9092;20;10.0;0.5;"Medium Sensitivity"
11023;2;2.0;1.0;"Low Sensitivity"
4896;1;0.0;0.0;"High Sensitivity"
1203;3;1.0;0.333;"Medium Sensitivity"
45432;3;2.0;0.667;"Low Sensitivity"
16070;1;1.0;1.0;"Low Sensitivity"
39990;5;2.0;0.4;"Medium Sensitivity"
13858;6;1.0;0.167;"High Sensitivity"
45865;1;1.0;1.0;"Low Sensitivity"
35336;5;5.0;1.0;"Low Sensitivity"
33810;4;1.0;0.25;"High Sensitivity"
42105;2;0.0;0.0;"High Sensitivity"
1364;9;4.0;0.444;"Medium Sensitivity"
14778;7;5.0;0.714;"Low Sensitivity"
27454;9;5.0;0.556;"Medium Sensitivity"
1783;3;3.0;1.0;"Low Sensitivity"
15477;3;2.0;0.667;"Low Sensitivity"
22809;3;2.0;0.667;"Low Sensitivity"
6091;2;2.0;1.0;"Low Sensitivity"
16768;8;6.0;0.75;"Low Sensitivity"
32942;1;1.0;1.0;"Low Sensitivity"
37606;4;3.0;0.75;"Low Sensitivity"
4137;20;12.0;0.6;"Low Sensitivity"
32700;5;3.0;0.6;"Low Sensitivity"
14493;7;5.0;0.714;"Low Sensitivity"
29299;5;4.0;0.8;"Low Sensitivity"
48965;2;1.0;0.5;"Medium Sensitivity"
4700;3;2.0;0.667;"Low Sensitivity"
16495;1;0.0;0.0;"High Sensitivity"
13767;1;0.0;0.0;"High Sensitivity"
28015;2;1.0;0.5;"Medium Sensitivity"
17115;1;0.0;0.0;"High Sensitivity"
34006;1;0.0;0.0;"High Sensitivity"
352;1;0.0;0.0;"High Sensitivity"
13679;1;0.0;0.0;"High Sensitivity"
10077;1;0.0;0.0;"High Sensitivity"
10038;1;0.0;0.0;"High Sensitivity"
15891;2;0.0;0.0;"High Sensitivity"
18175;1;0.0;0.0;"High Sensitivity"
19070;1;0.0;0.0;"High Sensitivity"
7376;1;0.0;0.0;"High Sensitivity"
19005;4;1.0;0.25;"High Sensitivity"
19340;1;0.0;0.0;"High Sensitivity"
31526;3;2.0;0.667;"Low Sensitivity"
18883;7;5.0;0.714;"Low Sensitivity"
1216;2;0.0;0.0;"High Sensitivity"
21943;1;0.0;0.0;"High Sensitivity"
23103;1;0.0;0.0;"High Sensitivity"
36127;4;2.0;0.5;"Medium Sensitivity"
35992;2;2.0;1.0;"Low Sensitivity"
3756;2;2.0;1.0;"Low Sensitivity"
15899;2;1.0;0.5;"Medium Sensitivity"
9531;2;1.0;0.5;"Medium Sensitivity"
14905;1;0.0;0.0;"High Sensitivity"
12779;7;2.0;0.286;"High Sensitivity"
32277;2;1.0;0.5;"Medium Sensitivity"
14437;5;4.0;0.8;"Low Sensitivity"
22808;3;1.0;0.333;"Medium Sensitivity"
23835;3;3.0;1.0;"Low Sensitivity"
31315;1;1.0;1.0;"Low Sensitivity"
42241;3;0.0;0.0;"High Sensitivity"
28330;3;0.0;0.0;"High Sensitivity"
43294;2;0.0;0.0;"High Sensitivity"
13350;1;1.0;1.0;"Low Sensitivity"
21053;3;3.0;1.0;"Low Sensitivity"
26431;2;1.0;0.5;"Medium Sensitivity"
35684;1;1.0;1.0;"Low Sensitivity"
11945;3;3.0;1.0;"Low Sensitivity"
29363;3;1.0;0.333;"Medium Sensitivity"
33502;1;1.0;1.0;"Low Sensitivity"
40834;2;1.0;0.5;"Medium Sensitivity"
13490;1;1.0;1.0;"Low Sensitivity"
11773;3;3.0;1.0;"Low Sensitivity"
27710;2;1.0;0.5;"Medium Sensitivity"
48808;2;2.0;1.0;"Low Sensitivity"
41007;1;1.0;1.0;"Low Sensitivity"
15655;3;1.0;0.333;"Medium Sensitivity"
19006;9;6.0;0.667;"Low Sensitivity"
16874;7;2.0;0.286;"High Sensitivity"
15100;4;3.0;0.75;"Low Sensitivity"
47931;5;4.0;0.8;"Low Sensitivity"
31486;5;2.0;0.4;"Medium Sensitivity"
48907;5;5.0;1.0;"Low Sensitivity"
45930;4;4.0;1.0;"Low Sensitivity"
41984;2;1.0;0.5;"Medium Sensitivity"
44385;1;1.0;1.0;"Low Sensitivity"
42582;1;1.0;1.0;"Low Sensitivity"
33647;10;7.0;0.7;"Low Sensitivity"
33572;9;8.0;0.889;"Low Sensitivity"
16293;2;0.0;0.0;"High Sensitivity"
8076;4;2.0;0.5;"Medium Sensitivity"
1481;1;0.0;0.0;"High Sensitivity"
9163;1;0.0;0.0;"High Sensitivity"
6073;1;0.0;0.0;"High Sensitivity"
34458;4;2.0;0.5;"Medium Sensitivity"
42592;2;1.0;0.5;"Medium Sensitivity"
22993;4;3.0;0.75;"Low Sensitivity"
23;3;0.0;0.0;"High Sensitivity"
45447;6;5.0;0.833;"Low Sensitivity"
43735;10;5.0;0.5;"Medium Sensitivity"
35622;4;3.0;0.75;"Low Sensitivity"
12354;1;0.0;0.0;"High Sensitivity"
34727;1;0.0;0.0;"High Sensitivity"
9242;1;1.0;1.0;"Low Sensitivity"
17691;3;2.0;0.667;"Low Sensitivity"
21333;18;15.0;0.833;"Low Sensitivity"
35906;1;0.0;0.0;"High Sensitivity"
34551;10;6.0;0.6;"Low Sensitivity"
20670;9;3.0;0.333;"Medium Sensitivity"
19612;3;1.0;0.333;"Medium Sensitivity"
6003;3;3.0;1.0;"Low Sensitivity"
31328;2;1.0;0.5;"Medium Sensitivity"
17726;3;3.0;1.0;"Low Sensitivity"
35629;7;3.0;0.429;"Medium Sensitivity"
9507;7;4.0;0.571;"Medium Sensitivity"
24046;1;0.0;0.0;"High Sensitivity"
39771;1;0.0;0.0;"High Sensitivity"
22397;1;0.0;0.0;"High Sensitivity"
21870;1;0.0;0.0;"High Sensitivity"
32073;1;0.0;0.0;"High Sensitivity"
3960;1;0.0;0.0;"High Sensitivity"
17384;1;0.0;0.0;"High Sensitivity"
16445;1;1.0;1.0;"Low Sensitivity"
13578;3;2.0;0.667;"Low Sensitivity"
37262;3;3.0;1.0;"Low Sensitivity"
6069;8;5.0;0.625;"Low Sensitivity"
1545;4;3.0;0.75;"Low Sensitivity"
10180;4;3.0;0.75;"Low Sensitivity"
24372;4;3.0;0.75;"Low Sensitivity"
45177;3;0.0;0.0;"High Sensitivity"
626;1;0.0;0.0;"High Sensitivity"
12149;2;2.0;1.0;"Low Sensitivity"
5750;5;3.0;0.6;"Low Sensitivity"
44604;3;1.0;0.333;"Medium Sensitivity"
37229;8;3.0;0.375;"Medium Sensitivity"
22583;2;2.0;1.0;"Low Sensitivity"
45933;1;1.0;1.0;"Low Sensitivity"
5518;1;1.0;1.0;"Low Sensitivity"
32988;1;1.0;1.0;"Low Sensitivity"
26096;4;3.0;0.75;"Low Sensitivity"
18359;1;1.0;1.0;"Low Sensitivity"
25885;2;2.0;1.0;"Low Sensitivity"
10978;2;0.0;0.0;"High Sensitivity"
38596;3;1.0;0.333;"Medium Sensitivity"
46243;1;0.0;0.0;"High Sensitivity"
15148;1;1.0;1.0;"Low Sensitivity"
5938;1;1.0;1.0;"Low Sensitivity"
41582;2;2.0;1.0;"Low Sensitivity"
19939;1;0.0;0.0;"High Sensitivity"
25868;1;0.0;0.0;"High Sensitivity"
35972;1;0.0;0.0;"High Sensitivity"
25832;4;4.0;1.0;"Low Sensitivity"
44068;1;1.0;1.0;"Low Sensitivity"
12016;4;4.0;1.0;"Low Sensitivity"
38526;1;0.0;0.0;"High Sensitivity"
40411;2;0.0;0.0;"High Sensitivity"
25965;5;3.0;0.6;"Low Sensitivity"
30906;1;0.0;0.0;"High Sensitivity"
46627;2;2.0;1.0;"Low Sensitivity"
6485;1;1.0;1.0;"Low Sensitivity"
26981;5;4.0;0.8;"Low Sensitivity"
41956;1;1.0;1.0;"Low Sensitivity"
39194;4;4.0;1.0;"Low Sensitivity"
5575;5;4.0;0.8;"Low Sensitivity"
46076;1;1.0;1.0;"Low Sensitivity"
10574;2;1.0;0.5;"Medium Sensitivity"
13055;1;1.0;1.0;"Low Sensitivity"
19991;1;0.0;0.0;"High Sensitivity"
7411;1;0.0;0.0;"High Sensitivity"
13251;4;1.0;0.25;"High Sensitivity"
30069;1;0.0;0.0;"High Sensitivity"
20613;1;0.0;0.0;"High Sensitivity"
12756;8;6.0;0.75;"Low Sensitivity"
605;7;5.0;0.714;"Low Sensitivity"
3732;3;3.0;1.0;"Low Sensitivity"
4003;1;0.0;0.0;"High Sensitivity"
20674;1;0.0;0.0;"High Sensitivity"
39132;3;2.0;0.667;"Low Sensitivity"
13884;2;1.0;0.5;"Medium Sensitivity"
18212;2;1.0;0.5;"Medium Sensitivity"
29548;1;0.0;0.0;"High Sensitivity"
21250;1;0.0;0.0;"High Sensitivity"
31360;1;0.0;0.0;"High Sensitivity"
43688;1;0.0;0.0;"High Sensitivity"
43743;1;0.0;0.0;"High Sensitivity"
39459;2;0.0;0.0;"High Sensitivity"
48779;2;1.0;0.5;"Medium Sensitivity"
26002;2;1.0;0.5;"Medium Sensitivity"
10776;2;0.0;0.0;"High Sensitivity"
27388;5;3.0;0.6;"Low Sensitivity"
33228;2;1.0;0.5;"Medium Sensitivity"
15276;1;0.0;0.0;"High Sensitivity"
2493;1;0.0;0.0;"High Sensitivity"
21769;8;5.0;0.625;"Low Sensitivity"
18594;14;7.0;0.5;"Medium Sensitivity"
10089;4;4.0;1.0;"Low Sensitivity"
14223;2;1.0;0.5;"Medium Sensitivity"
12427;13;12.0;0.923;"Low Sensitivity"
5971;4;1.0;0.25;"High Sensitivity"
7286;1;1.0;1.0;"Low Sensitivity"
32710;2;2.0;1.0;"Low Sensitivity"
20824;2;2.0;1.0;"Low Sensitivity"
36278;1;1.0;1.0;"Low Sensitivity"
41017;1;0.0;0.0;"High Sensitivity"
1032;1;0.0;0.0;"High Sensitivity"
41363;3;1.0;0.333;"Medium Sensitivity"
3988;4;2.0;0.5;"Medium Sensitivity"
13560;7;6.0;0.857;"Low Sensitivity"
39160;5;1.0;0.2;"High Sensitivity"
48577;3;2.0;0.667;"Low Sensitivity"
37436;3;2.0;0.667;"Low Sensitivity"
22166;1;1.0;1.0;"Low Sensitivity"
34234;12;10.0;0.833;"Low Sensitivity"
24235;7;7.0;1.0;"Low Sensitivity"
3243;4;2.0;0.5;"Medium Sensitivity"
4312;2;2.0;1.0;"Low Sensitivity"
23351;1;1.0;1.0;"Low Sensitivity"
23286;2;1.0;0.5;"Medium Sensitivity"
1685;1;0.0;0.0;"High Sensitivity"
27;1;1.0;1.0;"Low Sensitivity"
19863;6;4.0;0.667;"Low Sensitivity"
44397;2;2.0;1.0;"Low Sensitivity"
36364;2;2.0;1.0;"Low Sensitivity"
48848;2;1.0;0.5;"Medium Sensitivity"
31720;14;10.0;0.714;"Low Sensitivity"
19204;4;4.0;1.0;"Low Sensitivity"
329;24;20.0;0.833;"Low Sensitivity"
25323;1;0.0;0.0;"High Sensitivity"
1991;1;1.0;1.0;"Low Sensitivity"
16428;1;1.0;1.0;"Low Sensitivity"
34915;2;1.0;0.5;"Medium Sensitivity"
34690;3;1.0;0.333;"Medium Sensitivity"
27663;9;4.0;0.444;"Medium Sensitivity"
42157;2;2.0;1.0;"Low Sensitivity"
7274;2;1.0;0.5;"Medium Sensitivity"
22236;2;1.0;0.5;"Medium Sensitivity"
4347;13;4.0;0.308;"Medium Sensitivity"
8204;8;5.0;0.625;"Low Sensitivity"
25544;6;2.0;0.333;"Medium Sensitivity"
32325;1;1.0;1.0;"Low Sensitivity"
9771;1;1.0;1.0;"Low Sensitivity"
26709;4;2.0;0.5;"Medium Sensitivity"
35584;1;0.0;0.0;"High Sensitivity"
30511;1;0.0;0.0;"High Sensitivity"
40945;4;2.0;0.5;"Medium Sensitivity"
48118;1;0.0;0.0;"High Sensitivity"
38684;4;0.0;0.0;"High Sensitivity"
10880;2;2.0;1.0;"Low Sensitivity"
31737;6;4.0;0.667;"Low Sensitivity"
14461;2;1.0;0.5;"Medium Sensitivity"
49140;1;0.0;0.0;"High Sensitivity"
28051;2;0.0;0.0;"High Sensitivity"
11865;7;5.0;0.714;"Low Sensitivity"
49007;1;1.0;1.0;"Low Sensitivity"
32642;3;1.0;0.333;"Medium Sensitivity"
35206;2;2.0;1.0;"Low Sensitivity"
44475;5;1.0;0.2;"High Sensitivity"
28083;3;3.0;1.0;"Low Sensitivity"
45221;1;0.0;0.0;"High Sensitivity"
14386;4;3.0;0.75;"Low Sensitivity"
10699;1;0.0;0.0;"High Sensitivity"
48058;3;2.0;0.667;"Low Sensitivity"
23270;2;1.0;0.5;"Medium Sensitivity"
18618;3;2.0;0.667;"Low Sensitivity"
40199;25;19.0;0.76;"Low Sensitivity"
29270;8;7.0;0.875;"Low Sensitivity"
47048;1;0.0;0.0;"High Sensitivity"
43465;2;0.0;0.0;"High Sensitivity"
14150;2;2.0;1.0;"Low Sensitivity"
33087;2;1.0;0.5;"Medium Sensitivity"
48624;2;1.0;0.5;"Medium Sensitivity"
